code,tradeStatus,code_name
sz.300493,1,润欣科技
sz.300495,1,*ST美尚
sz.300497,1,富祥药业
sz.300499,1,高澜股份
sz.300501,1,海顺新材
sz.300503,1,昊志机电
sz.300505,1,川金诺
sz.300507,1,苏奥传感
sz.300509,1,新美星
sz.300511,1,雪榕生物
sz.300513,1,恒实科技
sz.300515,1,三德科技
sz.300517,1,海波重科
sz.300519,1,新光药业
sz.300521,1,爱司凯
sz.300523,1,辰安科技
sz.300526,1,*ST中潜
sz.300528,1,幸福蓝海
sz.300530,1,达志科技
sz.300532,1,今天国际
sz.300534,1,陇神戎发
sz.300536,1,农尚环境
sz.300538,1,同益股份
sz.300540,1,蜀道装备
sz.300542,1,新晨科技
sz.300545,1,联得装备
sz.300547,1,川环科技
sz.300549,1,优德精密
sz.300551,1,古鳌科技
sz.300553,1,集智股份
sz.300555,1,路通视信
sz.300557,1,理工光科
sz.300559,1,佳发教育
sz.300561,1,汇金科技
sz.300563,1,神宇股份
sz.300565,1,科信技术
sz.300567,1,精测电子
sz.300569,1,天能重工
sz.300571,1,平治信息
sz.300573,1,兴齐眼药
sz.300576,1,容大感光
sz.300578,1,会畅通讯
sz.300580,1,贝斯特
sz.300582,1,英飞特
sz.300584,1,海辰药业
sz.300586,1,美联新材
sz.300588,1,熙菱信息
sz.300590,1,移为通信
sz.300592,1,华凯易佰
sz.300594,1,朗进科技
sz.300596,1,利安隆
sz.300598,1,诚迈科技
sz.300600,1,国瑞科技
sz.300602,1,飞荣达
sz.300604,1,长川科技
sz.300606,1,金太阳
sz.300608,1,思特奇
sz.300610,1,晨化股份
sz.300612,1,宣亚国际
sz.300614,1,百川畅银
sz.300616,1,尚品宅配
sz.300618,1,寒锐钴业
sz.300620,1,光库科技
sz.300622,1,博士眼镜
sz.300624,1,万兴科技
sz.300626,1,华瑞股份
sz.300628,1,亿联网络
sz.300630,1,普利制药
sz.300632,1,光莆股份
sz.300634,1,彩讯股份
sz.300636,1,同和药业
sz.300638,1,广和通
sz.300640,1,德艺文创
sz.300642,1,透景生命
sz.300644,1,南京聚隆
sz.300647,1,超频三
sz.300649,1,杭州园林
sz.300651,1,金陵体育
sz.300653,1,正海生物
sz.300655,1,晶瑞电材
sz.300657,1,弘信电子
sz.300659,1,中孚信息
sz.300661,1,圣邦股份
sz.300663,1,科蓝软件
sz.300665,1,飞鹿股份
sz.300667,1,必创科技
sz.300669,1,沪宁股份
sz.300671,1,富满微
sz.300673,1,佩蒂股份
sz.300675,1,建科院
sz.300677,1,英科医疗
sz.300679,1,电连技术
sz.300681,1,英搏尔
sz.300683,1,海特生物
sz.300685,1,艾德生物
sz.300687,1,赛意信息
sz.300689,1,澄天伟业
sz.300691,1,联合光电
sz.300693,1,盛弘股份
sz.300695,1,兆丰股份
sz.300697,1,电工合金
sz.300699,1,光威复材
sz.300701,1,森霸传感
sz.300703,1,创源股份
sz.300706,1,阿石创
sz.300708,1,聚灿光电
sz.300710,1,万隆光电
sz.300712,1,永福股份
sz.300715,1,凯伦股份
sz.300717,1,华信新材
sz.300719,1,安达维尔
sz.300721,1,怡达股份
sz.300723,1,一品红
sz.300725,1,药石科技
sz.300727,1,润禾材料
sz.300730,1,科创信息
sz.300732,1,设研院
sz.300735,1,光弘科技
sz.300737,1,科顺股份
sz.300739,1,明阳电路
sz.300741,1,华宝股份
sz.300743,1,天地数码
sz.300746,1,汉嘉设计
sz.300748,1,金力永磁
sz.300750,1,宁德时代
sz.300752,1,隆利科技
sz.300755,1,华致酒行
sz.300757,1,罗博特科
sz.300759,1,康龙化成
sz.300761,1,立华股份
sz.300763,1,锦浪科技
sz.300766,1,每日互动
sz.300768,1,迪普科技
sz.300770,1,新媒股份
sz.300772,1,运达股份
sz.300774,1,倍杰特
sz.300776,1,帝尔激光
sz.300778,1,新城市
sz.300780,1,德恩精工
sz.300782,1,卓胜微
sz.300785,1,值得买
sz.300787,1,海能实业
sz.300789,1,唐源电气
sz.300791,1,仙乐健康
sz.300793,1,佳禾智能
sz.300796,1,贝斯美
sz.300798,1,锦鸡股份
sz.300800,1,力合科技
sz.300802,1,矩子科技
sz.300805,1,电声股份
sz.300807,1,天迈科技
sz.300809,1,华辰装备
sz.300811,1,铂科新材
sz.300813,1,泰林生物
sz.300815,1,玉禾田
sz.300817,1,双飞股份
sz.300819,1,聚杰微纤
sz.300821,1,东岳硅材
sz.300823,1,建科机械
sz.300825,1,阿尔特
sz.300827,1,上能电气
sz.300829,1,金丹科技
sz.300831,1,派瑞股份
sz.300833,1,浩洋股份
sz.300835,1,龙磁科技
sz.300837,1,浙矿股份
sz.300839,1,博汇股份
sz.300841,1,康华生物
sz.300843,1,胜蓝股份
sz.300845,1,捷安高科
sz.300847,1,中船汉光
sz.300849,1,锦盛新材
sz.300851,1,交大思诺
sz.300853,1,申昊科技
sz.300855,1,图南股份
sz.300857,1,协创数据
sz.300859,1,西域旅游
sz.300861,1,美畅股份
sz.300863,1,卡倍亿
sz.300865,1,大宏立
sz.300867,1,圣元环保
sz.300869,1,康泰医学
sz.300871,1,回盛生物
sz.300873,1,海晨股份
sz.300876,1,蒙泰高新
sz.300878,1,维康药业
sz.300880,1,迦南智能
sz.300882,1,万胜智能
sz.300884,1,狄耐克
sz.300886,1,华业香料
sz.300888,1,稳健医疗
sz.300890,1,翔丰华
sz.300892,1,品渥食品
sz.300894,1,火星人
sz.300896,1,爱美客
sz.300898,1,熊猫乳品
sz.300900,1,广联航空
sz.300902,1,国安达
sz.300905,1,宝丽迪
sz.300907,1,康平科技
sz.300909,1,汇创达
sz.300911,1,亿田智能
sz.300913,1,兆龙互连
sz.300916,1,朗特智能
sz.300918,1,南山智尚
sz.300920,1,润阳科技
sz.300922,1,天秦装备
sz.300925,1,法本信息
sz.300927,1,江天化学
sz.300929,1,华骐环保
sz.300931,1,通用电梯
sz.300933,1,中辰股份
sz.300936,1,中英科技
sz.300938,1,信测标准
sz.300940,1,南极光
sz.300942,1,易瑞生物
sz.300945,1,曼卡龙
sz.300947,1,德必集团
sz.300949,1,奥雅设计
sz.300951,1,博硕科技
sz.300953,1,震裕科技
sz.300956,1,英力股份
sz.300958,1,建工修复
sz.300960,1,通业科技
sz.300962,1,中金辐照
sz.300964,1,本川智能
sz.300966,1,共同药业
sz.300968,1,格林精密
sz.300970,1,华绿生物
sz.300972,1,万辰生物
sz.300975,1,商络电子
sz.300977,1,深圳瑞捷
sz.300979,1,华利集团
sz.300981,1,中红医疗
sz.300983,1,尤安设计
sz.300985,1,致远新能
sz.300987,1,川网传媒
sz.300989,1,蕾奥规划
sz.300991,1,创益通
sz.300993,1,玉马遮阳
sz.300995,1,奇德新材
sz.300997,1,欢乐家
sz.300999,1,金龙鱼
sz.301001,1,凯淳股份
sz.301003,1,江苏博云
sz.301005,1,超捷股份
sz.301007,1,德迈仕
sz.301009,1,可靠股份
sz.301011,1,华立科技
sz.301013,1,利和兴
sz.301016,1,雷尔伟
sz.301018,1,申菱环境
sz.301020,1,密封科技
sz.301022,1,海泰科
sz.301024,1,霍普股份
sz.301026,1,浩通科技
sz.301028,1,东亚机械
sz.301030,1,仕净科技
sz.301032,1,新柴股份
sz.301035,1,润丰股份
sz.301037,1,保立佳
sz.301039,1,中集车辆
sz.301041,1,金百泽
sz.301043,1,绿岛风
sz.301046,1,能辉科技
sz.301048,1,金鹰重工
sz.301050,1,雷电微力
sz.301052,1,果麦文化
sz.301055,1,张小泉
sz.301057,1,汇隆新材
sz.301059,1,金三江
sz.301061,1,匠心家居
sz.301063,1,海锅股份
sz.301066,1,万事利
sz.301068,1,大地海洋
sz.301070,1,开勒股份
sz.301072,1,中捷精工
sz.301075,1,多瑞医药
sz.301077,1,星华反光
sz.301079,1,邵阳液压
sz.301081,1,严牌股份
sz.301083,1,百胜智能
sz.301086,1,鸿富瀚
sz.301088,1,戎美股份
sz.301090,1,华润材料
sz.301092,1,争光股份
sz.301096,1,百诚医药
sz.301098,1,金埔园林
sz.301100,1,风光股份
sz.301102,1,兆讯传媒
sz.301106,1,骏成科技
sz.301108,1,洁雅股份
sz.301110,1,青木股份
sz.301112,1,
sz.301116,1,益客食品
sz.301118,1,恒光股份
sz.301120,1,新特电气
sz.301123,1,奕东电子
sz.301126,1,达嘉维康
sz.301128,1,强瑞技术
sz.301130,1,西点药业
sz.301133,1,金钟股份
sz.301136,1,招标股份
sz.301138,1,华研精机
sz.301149,1,隆华新材
sz.301151,1,冠龙节能
sz.301155,1,海力风电
sz.301159,1,三维天地
sz.301162,1,国能日新
sz.301166,1,优宁维
sz.301168,1,通灵股份
sz.301175,1,
sz.301178,1,天亿马
sz.301180,1,万祥科技
sz.301182,1,凯旺科技
sz.301185,1,鸥玛软件
sz.301187,1,欧圣电气
sz.301189,1,奥尼电子
sz.301191,1,菲菱科思
sz.301196,1,唯科科技
sz.301199,1,迈赫股份
sz.301201,1,诚达药业
sz.301207,1,华兰疫苗
sz.301212,1,联盛化学
sz.301215,1,中汽股份
sz.301217,1,铜冠铜箔
sz.301219,1,腾远钴业
sz.301222,1,浙江恒威
sz.301228,1,实朴检测
sz.301233,1,
sz.301236,1,软通动力
sz.301238,1,
sz.301256,1,华融化学
sz.301258,1,富士莱
sz.301263,1,泰恩康
sz.301268,1,铭利达
sz.301286,1,
sz.301289,1,
sz.301302,1,
